23,33,1
12,33,2
9,24,3
18,3,4
20,26,5
22,18,6
38,25,7
40,31,8
27,29,9
28,32,10
21,45,11
4,36,12
17,31,13
13,22,14
20,9,15
40,12,16
22,27,17
32,24,18
33,45,19
25,54,20
25,33,21
17,40,22
8,32,23
6,26,24
21,29,25
22,14,26
30,13,27
42,26,28
25,26,29
31,34,30
26,46,31
4,42,32
21,34,33
12,30,34
11,18,35
21,4,36
22,21,37
28,18,38
38,32,39
32,53,40
27,33,41
24,41,42
10,40,43
4,31,44
17,29,45
15,24,46
29,9,47
39,14,48
24,24,49
33,30,50
31,45,51
11,52,52
23,29,53
18,38,54
8,19,55
17,2,56
19,25,57
19,22,58
29,15,59
41,30,60
28,29,61
29,37,62
16,47,63
5,40,64
19,33,65
16,32,66
19,8,67
30,5,68
23,22,69
24,21,70
36,31,71
33,48,72
24,29,73
20,41,74
9,36,75
6,31,76
19,29,77
17,19,78
32,12,79
38,16,80
26,25,81
32,36,82
31,40,83
12,50,84
22,34,85
15,35,86
10,18,87
25,1,88
20,25,89
25,17,90
34,20,91
39,41,92
27,30,93
27,38,94
10,42,95
6,38,96
18,31,97
14,20,98
24,8,99
35,9,100
23,24,101
27,22,102
34,30,103
18,55,104
24,34,105
16,39,106
13,37,107
8,12,108
18,25,109
20,17,110
25,14,111
37,18,112
27,27,113
30,32,114
23,47,115
3,39,116
19,34,117
12,28,118
16,9,119
23,4,120
21,25,121
26,19,122
36,27,123
34,49,124
26,31,125
21,42,126
10,39,127
5,32,128
20,30,129
17,16,130
19,14,131
41,18,132
23,26,133
33,33,134
33,35,135
14,52,136
23,34,137
19,37,138
10,30,139
17,3,140
20,27,141
21,19,142
38,24,143
40,28,144
23,28,145
27,41,146
19,46,147
6,40,148
20,32,149
13,25,150
17,11,151
22,7,152
24,22,153
26,21,154
35,41,155
32,48,156
25,34,157
22,39,158
8,33,159
6,14,160
20,29,161
17,22,162
28,12,163
40,20,164
24,26,165
30,29,166
22,49,167
5,44,168
20,35,169
19,35,170
13,11,171
17,6,172
21,22,173
23,19,174
31,19,175
39,34,176
27,31,177
22,43,178
9,40,179
2,22,180
17,30,181
15,26,182
19,12,183
33,9,184
23,25,185
28,23,186
32,44,187
18,54,188
24,33,189
20,38,190
8,28,191
16,2,192
20,28,193
22,16,194
31,15,195
42,34,196
26,27,197
29,30,198
23,46,199
6,42,200
18,33,201
17,33,202
12,21,203
23,5,204
23,21,205
31,21,206
35,26,207
27,55,208
26,33,209
25,37,210
11,39,211
4,20,212
17,27,213
16,22,214
33,12,215
34,12,216
27,25,217
30,27,218
29,45,219
21,51,220
