27,35,1
14,35,2
12,32,3
18,6,4
25,30,5
35,18,6
38,19,7
47,42,8
30,30,9
31,43,10
12,46,11
2,32,12
26,32,13
16,21,14
20,13,15
48,14,16
31,23,17
40,30,18
39,48,19
24,59,20
29,36,21
16,41,22
7,27,23
7,20,24
25,31,25
27,15,26
30,14,27
51,37,28
33,29,29
35,43,30
29,50,31
8,48,32
21,37,33
13,28,34
13,19,35
35,3,36
25,24,37
31,20,38
45,35,39
45,41,40
31,33,41
30,41,42
22,46,43
3,23,44
25,32,45
18,27,46
30,10,47
43,13,48
32,25,49
34,26,50
38,45,51
14,56,52
27,37,53
22,40,54
9,21,55
21,2,56
22,26,57
32,16,58
33,16,59
48,45,60
34,33,61
34,39,62
22,50,63
12,48,64
25,34,65
17,32,66
21,10,67
44,9,68
28,23,69
40,27,70
43,37,71
40,49,72
30,35,73
24,43,74
13,41,75
6,17,76
20,27,77
23,16,78
40,14,79
52,33,80
31,27,81
37,41,82
30,51,83
17,54,84
26,36,85
21,38,86
11,23,87
27,2,88
24,28,89
26,21,90
46,33,91
42,53,92
32,33,93
30,43,94
12,45,95
2,27,96
24,33,97
17,20,98
22,12,99
50,18,100
30,24,101
38,28,102
38,48,103
36,51,104
28,32,105
23,41,106
10,34,107
14,6,108
21,24,109
27,16,110
35,15,111
50,35,112
34,31,113
34,43,114
29,49,115
7,46,116
25,35,117
14,29,118
14,18,119
31,4,120
25,26,121
34,21,122
44,41,123
44,42,124
31,37,125
22,45,126
18,45,127
6,34,128
21,31,129
20,18,130
30,11,131
52,27,132
32,26,133
37,30,134
37,45,135
26,55,136
27,36,137
17,38,138
11,16,139
21,3,140
23,27,141
33,17,142
46,28,143
48,37,144
32,31,145
29,46,146
26,48,147
3,36,148
21,34,149
17,31,150
16,19,151
44,10,152
28,24,153
33,23,154
40,47,155
34,55,156
29,37,157
17,42,158
9,35,159
12,6,160
22,30,161
21,21,162
32,13,163
51,32,164
34,29,165
36,42,166
35,44,167
5,46,168
26,35,169
14,32,170
16,11,171
21,6,172
25,23,173
29,20,174
45,32,175
45,44,176
30,31,177
28,44,178
11,43,179
3,28,180
21,32,181
17,24,182
33,9,183
34,9,184
27,27,185
35,26,186
38,46,187
24,57,188
28,33,189
18,40,190
10,32,191
11,12,192
23,29,193
30,16,194
46,25,195
49,42,196
33,31,197
32,45,198
16,50,199
11,48,200
26,33,201
14,25,202
14,22,203
35,5,204
27,23,205
39,25,206
42,30,207
42,46,208
30,37,209
28,41,210
7,34,211
6,15,212
22,31,213
19,24,214
25,14,215
46,18,216
29,27,217
38,38,218
36,45,219
7,50,220
23,38,221
19,38,222
12,31,223
13,13,224
24,22,225
33,18,226
42,23,227
47,40,228
33,35,229
33,36,230
26,47,231
5,38,232
25,33,233
16,25,234
29,8,235
37,8,236
26,28,237
37,26,238
41,34,239
22,59,240
29,35,241
20,42,242
10,35,243
15,4,244
22,29,245
28,15,246
33,14,247
50,31,248
34,30,249
36,38,250
32,47,251
17,52,252
24,36,253
14,30,254
19,9,255
21,7,256
25,25,257
36,21,258
44,31,259
39,54,260
31,34,261
28,43,262
10,41,263
7,37,264
19,29,265
18,23,266
32,10,267
51,23,268
29,26,269
35,27,270
39,40,271
24,56,272
25,39,273
18,39,274
12,34,275
12,12,276
23,28,277
24,21,278
36,17,279
47,47,280
33,32,281
30,46,282
25,49,283
13,48,284
20,34,285
15,21,286
17,15,287
35,6,288
26,26,289
38,25,290
41,46,291
36,54,292
29,32,293
23,43,294
15,42,295
9,10,296
21,29,297
22,18,298
29,13,299
52,35,300
27,29,301
37,35,302
32,49,303
19,54,304
27,32,305
17,36,306
14,13,307
16,10,308
24,25,309
34,19,310
41,23,311
40,55,312
32,34,313
31,41,314
23,47,315
3,31,316
22,33,317
18,18,318
29,9,319
42,11,320
32,24,321
40,33,322
38,47,323
31,55,324
27,38,325
20,41,326
8,26,327
11,11,328
22,28,329
26,17,330
33,15,331
48,27,332
28,29,333
35,35,334
23,51,335
1,36,336
22,36,337
16,32,338
14,19,339
41,6,340
26,24,341
31,21,342
44,39,343
36,56,344
31,36,345
25,44,346
20,45,347
6,13,348
24,32,349
19,22,350
32,11,351
51,25,352
28,27,353
35,28,354
38,41,355
13,54,356
26,37,357
21,39,358
10,24,359
24,2,360
23,26,361
29,18,362
41,21,363
47,32,364
33,34,365
33,39,366
25,48,367
7,42,368
23,34,369
16,20,370
27,8,371
46,12,372
27,25,373
35,24,374
41,44,375
32,56,376
28,39,377
18,42,378
7,28,379
9,12,380
21,28,381
23,18,382
42,17,383
51,35,384
29,28,385
36,34,386
28,51,387
21,53,388
25,36,389
17,35,390
15,13,391
19,8,392
25,29,393
34,20,394
45,33,395
37,57,396
32,36,397
23,46,398
18,46,399
3,25,400
20,31,401
18,20,402
21,15,403
42,12,404
28,26,405
38,30,406
33,52,407
29,55,408
28,34,409
23,40,410
9,20,411
12,11,412
22,24,413
25,19,414
42,20,415
49,36,416
32,30,417
34,34,418
23,50,419
9,46,420
23,35,421
16,31,422
16,16,423
43,8,424
26,25,425
33,22,426
43,40,427
30,59,428
30,36,429
21,44,430
7,33,431
6,16,432
20,28,433
24,15,434
38,13,435
49,23,436
32,27,437
35,29,438
27,53,439
16,54,440
27,34,441
20,38,442
13,14,443
22,4,444
24,24,445
27,20,446
46,32,447
43,52,448
29,30,449
31,42,450
21,48,451
6,39,452
21,33,453
17,19,454
31,8,455
47,14,456
27,26,457
35,25,458
41,39,459
25,58,460
27,39,461
24,41,462
9,32,463
11,10,464
23,30,465
24,18,466
44,20,467
45,21,468
32,29,469
34,44,470
20,52,471
5,44,472
23,36,473
16,33,474
15,15,475
36,4,476
25,28,477
37,22,478
44,33,479
33,59,480
29,31,481
23,45,482
7,36,483
4,20,484
23,32,485
21,16,486
22,15,487
40,12,488
27,28,489
39,38,490
38,43,491
22,56,492
24,39,493
19,39,494
11,31,495
13,11,496
23,24,497
34,17,498
38,18,499
45,51,500
31,30,501
33,41,502
28,47,503
8,44,504
19,33,505
15,23,506
22,10,507
43,9,508
30,23,509
36,24,510
42,41,511
23,60,512
29,38,513
25,42,514
11,38,515
6,22,516
20,25,517
23,17,518
38,14,519
46,20,520
28,28,521
37,38,522
27,52,523
13,52,524
24,37,525
13,30,526
12,27,527
32,2,528
24,26,529
32,19,530
45,31,531
45,45,532
32,35,533
30,42,534
20,47,535
7,39,536
23,33,537
17,23,538
31,9,539
51,21,540
29,25,541
39,31,542
39,44,543
33,53,544
26,39,545
14,38,546
9,30,547
17,4,548
22,27,549
23,21,550
39,17,551
47,26,552
34,32,553
35,36,554
21,51,555
8,46,556
20,35,557
17,33,558
16,15,559
36,5,560
28,22,561
35,22,562
43,32,563
29,60,564
30,38,565
23,44,566
17,44,567
6,32,568
26,31,569
23,15,570
26,13,571
47,19,572
33,27,573
38,39,574
30,52,575
22,55,576
24,38,577
18,38,578
12,15,579
14,11,580
24,29,581
30,18,582
46,30,583
47,34,584
32,32,585
33,37,586
17,48,587
1,25,588
20,33,589
16,26,590
17,18,591
32,7,592
26,29,593
38,27,594
41,42,595
23,59,596
29,34,597
22,42,598
12,38,599
11,9,600
21,27,601
22,20,602
40,16,603
45,20,604
31,28,605
36,39,606
33,46,607
13,51,608
22,37,609
19,36,610
15,14,611
34,3,612
26,23,613
38,22,614
45,36,615
45,40,616
31,38,617
25,45,618
20,46,619
4,16,620
22,32,621
18,22,622
31,10,623
48,18,624
31,25,625
